nid,noflower,yesflower,tpi_zone,hsev,year,inout,nobs,yof,ys,b_ub,target,flower_year
5972,2245,21,2,3,2020,outer,2266,2011.0,9.0,burnt,3805,2020
2566,2644,19,2,4,2020,outer,2663,2017.0,3.0,burnt,3805,2020
5972,153,3,2,4,2020,outer,156,2011.0,9.0,burnt,3805,2020
2566,337,8,3,1,2020,outer,345,2017.0,3.0,burnt,3805,2020
5972,521,3,3,1,2020,outer,524,2011.0,9.0,burnt,3805,2020
2566,7655,7,3,2,2020,outer,7662,2017.0,3.0,burnt,3805,2020
5972,2237,15,3,2,2020,outer,2252,2011.0,9.0,burnt,3805,2020
2566,4873,2,3,3,2020,outer,4875,2017.0,3.0,burnt,3805,2020
5972,1057,1,3,3,2020,outer,1058,2011.0,9.0,burnt,3805,2020
2566,851,0,3,4,2020,outer,851,2017.0,3.0,burnt,3805,2020
5972,57,0,3,4,2020,outer,57,2011.0,9.0,burnt,3805,2020
2566,62,0,4,1,2020,outer,62,2017.0,3.0,burnt,3805,2020
2566,725,0,4,2,2020,outer,725,2017.0,3.0,burnt,3805,2020
5972,602,4,4,2,2020,outer,606,2011.0,9.0,burnt,3805,2020
2566,795,0,4,3,2020,outer,795,2017.0,3.0,burnt,3805,2020
5972,592,8,4,3,2020,outer,600,2011.0,9.0,burnt,3805,2020
956,96,11,1,2,2020,outer,107,2015.0,5.0,burnt,3808,2020
956,246,3,1,3,2020,outer,249,2015.0,5.0,burnt,3808,2020
956,396,6,2,2,2020,outer,402,2015.0,5.0,burnt,3808,2020
956,1136,9,2,3,2020,outer,1145,2015.0,5.0,burnt,3808,2020
956,305,11,2,4,2020,outer,316,2015.0,5.0,burnt,3808,2020
956,125,1,3,1,2020,outer,126,2015.0,5.0,burnt,3808,2020
956,539,1,3,2,2020,outer,540,2015.0,5.0,burnt,3808,2020
2164,160,0,3,2,2020,outer,160,2016.0,4.0,burnt,3808,2020
956,1895,2,3,3,2020,outer,1897,2015.0,5.0,burnt,3808,2020
2164,127,0,3,3,2020,outer,127,2016.0,4.0,burnt,3808,2020
956,863,0,3,4,2020,outer,863,2015.0,5.0,burnt,3808,2020
956,80,1,4,1,2020,outer,81,2015.0,5.0,burnt,3808,2020
956,55,0,4,2,2020,outer,55,2015.0,5.0,burnt,3808,2020
956,203,0,4,3,2020,outer,203,2015.0,5.0,burnt,3808,2020
956,266,0,4,4,2020,outer,266,2015.0,5.0,burnt,3808,2020
0,1089,79,2,1,2020,outer,1168,2004.0,16.0,unburnt,3808,2020
0,1801,21,3,1,2020,outer,1822,2004.0,16.0,unburnt,3808,2020
0,155,1,4,1,2020,outer,156,2004.0,16.0,unburnt,3808,2020
373,167,11,1,1,2020,outer,178,2014.0,6.0,burnt,3810,2020
2151,158,5,1,1,2020,outer,163,2016.0,4.0,burnt,3810,2020
373,467,4,1,2,2020,outer,471,2014.0,6.0,burnt,3810,2020
636,628,123,1,2,2020,outer,751,2015.0,5.0,burnt,3810,2020
2151,1276,104,1,2,2020,outer,1380,2016.0,4.0,burnt,3810,2020
4169,95,10,1,2,2020,outer,105,2005.0,15.0,burnt,3810,2020
373,104,6,1,3,2020,outer,110,2014.0,6.0,burnt,3810,2020
636,474,159,1,3,2020,outer,633,2015.0,5.0,burnt,3810,2020
2151,3502,117,1,3,2020,outer,3619,2016.0,4.0,burnt,3810,2020
4169,1265,156,1,3,2020,outer,1421,2005.0,15.0,burnt,3810,2020
373,56,10,1,4,2020,outer,66,2014.0,6.0,burnt,3810,2020
636,213,8,1,4,2020,outer,221,2015.0,5.0,burnt,3810,2020
2151,1614,16,1,4,2020,outer,1630,2016.0,4.0,burnt,3810,2020
4169,433,21,1,4,2020,outer,454,2005.0,15.0,burnt,3810,2020
636,61,2,1,5,2020,outer,63,2015.0,5.0,burnt,3810,2020
4169,380,7,1,5,2020,outer,387,2005.0,15.0,burnt,3810,2020
2151,248,30,2,1,2020,outer,278,2016.0,4.0,burnt,3810,2020
373,3090,10,2,2,2020,outer,3100,2014.0,6.0,burnt,3810,2020
636,2701,143,2,2,2020,outer,2844,2015.0,5.0,burnt,3810,2020
2151,461,106,2,2,2020,outer,567,2016.0,4.0,burnt,3810,2020
4169,49,6,2,2,2020,outer,55,2005.0,15.0,burnt,3810,2020
373,1867,44,2,3,2020,outer,1911,2014.0,6.0,burnt,3810,2020
636,4764,240,2,3,2020,outer,5004,2015.0,5.0,burnt,3810,2020
2151,2024,113,2,3,2020,outer,2137,2016.0,4.0,burnt,3810,2020
4169,791,212,2,3,2020,outer,1003,2005.0,15.0,burnt,3810,2020
636,717,68,2,4,2020,outer,785,2015.0,5.0,burnt,3810,2020
2151,3751,33,2,4,2020,outer,3784,2016.0,4.0,burnt,3810,2020
4169,1013,374,2,4,2020,outer,1387,2005.0,15.0,burnt,3810,2020
636,53,0,2,5,2020,outer,53,2015.0,5.0,burnt,3810,2020
4169,285,106,2,5,2020,outer,391,2005.0,15.0,burnt,3810,2020
373,538,8,3,1,2020,outer,546,2014.0,6.0,burnt,3810,2020
2151,74,0,3,1,2020,outer,74,2016.0,4.0,burnt,3810,2020
373,6196,64,3,2,2020,outer,6260,2014.0,6.0,burnt,3810,2020
636,2947,68,3,2,2020,outer,3015,2015.0,5.0,burnt,3810,2020
2151,623,4,3,2,2020,outer,627,2016.0,4.0,burnt,3810,2020
373,4653,39,3,3,2020,outer,4692,2014.0,6.0,burnt,3810,2020
636,7321,154,3,3,2020,outer,7475,2015.0,5.0,burnt,3810,2020
640,72,0,3,3,2020,outer,72,2015.0,5.0,burnt,3810,2020
2151,2478,18,3,3,2020,outer,2496,2016.0,4.0,burnt,3810,2020
4169,96,16,3,3,2020,outer,112,2005.0,15.0,burnt,3810,2020
373,94,0,3,4,2020,outer,94,2014.0,6.0,burnt,3810,2020
636,2187,63,3,4,2020,outer,2250,2015.0,5.0,burnt,3810,2020
2151,2789,4,3,4,2020,outer,2793,2016.0,4.0,burnt,3810,2020
4169,1251,67,3,4,2020,outer,1318,2005.0,15.0,burnt,3810,2020
636,267,4,3,5,2020,outer,271,2015.0,5.0,burnt,3810,2020
4169,463,18,3,5,2020,outer,481,2005.0,15.0,burnt,3810,2020
373,522,27,4,1,2020,outer,549,2014.0,6.0,burnt,3810,2020
636,71,3,4,1,2020,outer,74,2015.0,5.0,burnt,3810,2020
373,2097,43,4,2,2020,outer,2140,2014.0,6.0,burnt,3810,2020
636,207,4,4,2,2020,outer,211,2015.0,5.0,burnt,3810,2020
640,217,1,4,2,2020,outer,218,2015.0,5.0,burnt,3810,2020
2151,136,0,4,2,2020,outer,136,2016.0,4.0,burnt,3810,2020
373,680,3,4,3,2020,outer,683,2014.0,6.0,burnt,3810,2020
636,1593,13,4,3,2020,outer,1606,2015.0,5.0,burnt,3810,2020
640,509,4,4,3,2020,outer,513,2015.0,5.0,burnt,3810,2020
2151,202,0,4,3,2020,outer,202,2016.0,4.0,burnt,3810,2020
4169,222,10,4,3,2020,outer,232,2005.0,15.0,burnt,3810,2020
636,1944,39,4,4,2020,outer,1983,2015.0,5.0,burnt,3810,2020
636,251,0,4,5,2020,outer,251,2015.0,5.0,burnt,3810,2020
956,168,6,1,1,2020,outer,174,2015.0,5.0,burnt,3818,2020
6369,65,7,1,1,2020,outer,72,2015.0,5.0,burnt,3818,2020
956,645,33,1,2,2020,outer,678,2015.0,5.0,burnt,3818,2020
3808,148,18,1,2,2020,outer,166,2018.0,2.0,burnt,3818,2020
6369,109,17,1,2,2020,outer,126,2015.0,5.0,burnt,3818,2020
956,710,4,1,3,2020,outer,714,2015.0,5.0,burnt,3818,2020
3808,208,8,1,3,2020,outer,216,2018.0,2.0,burnt,3818,2020
6369,506,45,1,3,2020,outer,551,2015.0,5.0,burnt,3818,2020
3808,150,5,1,4,2020,outer,155,2018.0,2.0,burnt,3818,2020
6369,327,46,1,4,2020,outer,373,2015.0,5.0,burnt,3818,2020
956,205,37,2,1,2020,outer,242,2015.0,5.0,burnt,3818,2020
3808,123,5,2,1,2020,outer,128,2018.0,2.0,burnt,3818,2020
242,70,0,2,2,2020,outer,70,2013.0,7.0,burnt,3818,2020
956,1335,25,2,2,2020,outer,1360,2015.0,5.0,burnt,3818,2020
3808,403,18,2,2,2020,outer,421,2018.0,2.0,burnt,3818,2020
6369,190,19,2,2,2020,outer,209,2015.0,5.0,burnt,3818,2020
242,203,1,2,3,2020,outer,204,2013.0,7.0,burnt,3818,2020
956,942,13,2,3,2020,outer,955,2015.0,5.0,burnt,3818,2020
3808,685,18,2,3,2020,outer,703,2018.0,2.0,burnt,3818,2020
6369,393,33,2,3,2020,outer,426,2015.0,5.0,burnt,3818,2020
956,102,14,2,4,2020,outer,116,2015.0,5.0,burnt,3818,2020
3808,203,6,2,4,2020,outer,209,2018.0,2.0,burnt,3818,2020
6369,489,68,2,4,2020,outer,557,2015.0,5.0,burnt,3818,2020
956,513,23,3,1,2020,outer,536,2015.0,5.0,burnt,3818,2020
3808,284,16,3,1,2020,outer,300,2018.0,2.0,burnt,3818,2020
242,121,1,3,2,2020,outer,122,2013.0,7.0,burnt,3818,2020
956,1874,2,3,2,2020,outer,1876,2015.0,5.0,burnt,3818,2020
3808,1138,18,3,2,2020,outer,1156,2018.0,2.0,burnt,3818,2020
242,66,3,3,3,2020,outer,69,2013.0,7.0,burnt,3818,2020
956,2503,11,3,3,2020,outer,2514,2015.0,5.0,burnt,3818,2020
2164,59,0,3,3,2020,outer,59,2016.0,4.0,burnt,3818,2020
3808,645,2,3,3,2020,outer,647,2018.0,2.0,burnt,3818,2020
6369,170,17,3,3,2020,outer,187,2015.0,5.0,burnt,3818,2020
956,867,7,3,4,2020,outer,874,2015.0,5.0,burnt,3818,2020
3808,721,0,3,4,2020,outer,721,2018.0,2.0,burnt,3818,2020
6369,390,50,3,4,2020,outer,440,2015.0,5.0,burnt,3818,2020
956,290,2,4,1,2020,outer,292,2015.0,5.0,burnt,3818,2020
242,111,2,4,2,2020,outer,113,2013.0,7.0,burnt,3818,2020
956,484,1,4,2,2020,outer,485,2015.0,5.0,burnt,3818,2020
6369,59,6,4,2,2020,outer,65,2015.0,5.0,burnt,3818,2020
242,57,5,4,3,2020,outer,62,2013.0,7.0,burnt,3818,2020
956,555,2,4,3,2020,outer,557,2015.0,5.0,burnt,3818,2020
3808,371,0,4,3,2020,outer,371,2018.0,2.0,burnt,3818,2020
6369,246,39,4,3,2020,outer,285,2015.0,5.0,burnt,3818,2020
956,266,0,4,4,2020,outer,266,2015.0,5.0,burnt,3818,2020
3808,1163,0,4,4,2020,outer,1163,2018.0,2.0,burnt,3818,2020
6369,470,49,4,4,2020,outer,519,2015.0,5.0,burnt,3818,2020
0,738,74,2,1,2020,outer,812,2004.0,16.0,unburnt,3818,2020
0,620,3,3,1,2020,outer,623,2004.0,16.0,unburnt,3818,2020
2144,281,63,1,1,2020,outer,344,2016.0,4.0,burnt,3974,2020
2165,984,56,1,1,2020,outer,1040,2016.0,4.0,burnt,3974,2020
5622,52,9,1,1,2020,outer,61,2010.0,10.0,burnt,3974,2020
438,115,7,1,2,2020,outer,122,2015.0,5.0,burnt,3974,2020
2144,1226,83,1,2,2020,outer,1309,2016.0,4.0,burnt,3974,2020
2165,4185,174,1,2,2020,outer,4359,2016.0,4.0,burnt,3974,2020
438,126,3,1,3,2020,outer,129,2015.0,5.0,burnt,3974,2020
2144,1084,33,1,3,2020,outer,1117,2016.0,4.0,burnt,3974,2020
2165,1068,26,1,3,2020,outer,1094,2016.0,4.0,burnt,3974,2020
2144,124,7,1,4,2020,outer,131,2016.0,4.0,burnt,3974,2020
2165,93,3,1,4,2020,outer,96,2016.0,4.0,burnt,3974,2020
5622,39,26,1,4,2020,outer,65,2010.0,10.0,burnt,3974,2020
2144,1490,87,2,1,2020,outer,1577,2016.0,4.0,burnt,3974,2020
2165,1912,11,2,1,2020,outer,1923,2016.0,4.0,burnt,3974,2020
5622,2315,48,2,1,2020,outer,2363,2010.0,10.0,burnt,3974,2020
438,58,0,2,2,2020,outer,58,2015.0,5.0,burnt,3974,2020
2144,5471,188,2,2,2020,outer,5659,2016.0,4.0,burnt,3974,2020
2154,115,9,2,2,2020,outer,124,2016.0,4.0,burnt,3974,2020
2165,14897,58,2,2,2020,outer,14955,2016.0,4.0,burnt,3974,2020
5622,1829,44,2,2,2020,outer,1873,2010.0,10.0,burnt,3974,2020
438,244,1,2,3,2020,outer,245,2015.0,5.0,burnt,3974,2020
2144,5936,121,2,3,2020,outer,6057,2016.0,4.0,burnt,3974,2020
2154,71,14,2,3,2020,outer,85,2016.0,4.0,burnt,3974,2020
2165,7221,15,2,3,2020,outer,7236,2016.0,4.0,burnt,3974,2020
5622,397,6,2,3,2020,outer,403,2010.0,10.0,burnt,3974,2020
438,396,1,2,4,2020,outer,397,2015.0,5.0,burnt,3974,2020
2144,943,4,2,4,2020,outer,947,2016.0,4.0,burnt,3974,2020
2165,2781,4,2,4,2020,outer,2785,2016.0,4.0,burnt,3974,2020
5622,54,1,2,4,2020,outer,55,2010.0,10.0,burnt,3974,2020
2144,35,28,2,5,2020,outer,63,2016.0,4.0,burnt,3974,2020
2144,101,3,3,1,2020,outer,104,2016.0,4.0,burnt,3974,2020
2154,298,19,3,1,2020,outer,317,2016.0,4.0,burnt,3974,2020
2165,1518,12,3,1,2020,outer,1530,2016.0,4.0,burnt,3974,2020
5622,2605,41,3,1,2020,outer,2646,2010.0,10.0,burnt,3974,2020
2144,6954,88,3,2,2020,outer,7042,2016.0,4.0,burnt,3974,2020
2154,1486,27,3,2,2020,outer,1513,2016.0,4.0,burnt,3974,2020
2165,15007,36,3,2,2020,outer,15043,2016.0,4.0,burnt,3974,2020
5622,5770,67,3,2,2020,outer,5837,2010.0,10.0,burnt,3974,2020
438,59,0,3,3,2020,outer,59,2015.0,5.0,burnt,3974,2020
2144,7087,60,3,3,2020,outer,7147,2016.0,4.0,burnt,3974,2020
2154,418,30,3,3,2020,outer,448,2016.0,4.0,burnt,3974,2020
2165,7359,25,3,3,2020,outer,7384,2016.0,4.0,burnt,3974,2020
5622,2703,14,3,3,2020,outer,2717,2010.0,10.0,burnt,3974,2020
438,73,0,3,4,2020,outer,73,2015.0,5.0,burnt,3974,2020
2144,2043,1,3,4,2020,outer,2044,2016.0,4.0,burnt,3974,2020
2165,8783,18,3,4,2020,outer,8801,2016.0,4.0,burnt,3974,2020
2165,166,7,3,5,2020,outer,173,2016.0,4.0,burnt,3974,2020
2144,72,3,4,1,2020,outer,75,2016.0,4.0,burnt,3974,2020
2154,733,7,4,1,2020,outer,740,2016.0,4.0,burnt,3974,2020
2165,416,0,4,1,2020,outer,416,2016.0,4.0,burnt,3974,2020
5622,436,1,4,1,2020,outer,437,2010.0,10.0,burnt,3974,2020
2144,4561,70,4,2,2020,outer,4631,2016.0,4.0,burnt,3974,2020
2154,922,26,4,2,2020,outer,948,2016.0,4.0,burnt,3974,2020
2165,4023,7,4,2,2020,outer,4030,2016.0,4.0,burnt,3974,2020
5622,1402,3,4,2,2020,outer,1405,2010.0,10.0,burnt,3974,2020
2144,3495,7,4,3,2020,outer,3502,2016.0,4.0,burnt,3974,2020
2154,191,13,4,3,2020,outer,204,2016.0,4.0,burnt,3974,2020
2165,1655,1,4,3,2020,outer,1656,2016.0,4.0,burnt,3974,2020
5622,2200,4,4,3,2020,outer,2204,2010.0,10.0,burnt,3974,2020
2144,1870,8,4,4,2020,outer,1878,2016.0,4.0,burnt,3974,2020
2165,3924,0,4,4,2020,outer,3924,2016.0,4.0,burnt,3974,2020
5622,89,0,4,4,2020,outer,89,2010.0,10.0,burnt,3974,2020
4380,193,16,1,1,2020,outer,209,2005.0,15.0,burnt,3976,2020
4504,2061,0,1,1,2020,outer,2061,2006.0,14.0,burnt,3976,2020
5237,332,1,1,1,2020,outer,333,2008.0,12.0,burnt,3976,2020
5609,172,0,1,1,2020,outer,172,2011.0,9.0,burnt,3976,2020
4380,880,14,1,2,2020,outer,894,2005.0,15.0,burnt,3976,2020
4504,1074,0,1,2,2020,outer,1074,2006.0,14.0,burnt,3976,2020
4380,273,4,1,3,2020,outer,277,2005.0,15.0,burnt,3976,2020
4504,1027,6,1,3,2020,outer,1033,2006.0,14.0,burnt,3976,2020
2364,48,29,1,4,2020,outer,77,2017.0,3.0,burnt,3976,2020
4504,126,1,1,4,2020,outer,127,2006.0,14.0,burnt,3976,2020
368,984,56,2,1,2020,outer,1040,2014.0,6.0,burnt,3976,2020
2553,204,6,2,1,2020,outer,210,2017.0,3.0,burnt,3976,2020
2568,404,9,2,1,2020,outer,413,2017.0,3.0,burnt,3976,2020
4380,200,4,2,1,2020,outer,204,2005.0,15.0,burnt,3976,2020
4504,3465,5,2,1,2020,outer,3470,2006.0,14.0,burnt,3976,2020
5237,1569,2,2,1,2020,outer,1571,2008.0,12.0,burnt,3976,2020
5609,426,0,2,1,2020,outer,426,2011.0,9.0,burnt,3976,2020
368,2458,35,2,2,2020,outer,2493,2014.0,6.0,burnt,3976,2020
2553,316,16,2,2,2020,outer,332,2017.0,3.0,burnt,3976,2020
2568,1627,13,2,2,2020,outer,1640,2017.0,3.0,burnt,3976,2020
4380,389,16,2,2,2020,outer,405,2005.0,15.0,burnt,3976,2020
4504,8693,9,2,2,2020,outer,8702,2006.0,14.0,burnt,3976,2020
5237,57,4,2,2,2020,outer,61,2008.0,12.0,burnt,3976,2020
368,906,2,2,3,2020,outer,908,2014.0,6.0,burnt,3976,2020
2364,21,37,2,3,2020,outer,58,2017.0,3.0,burnt,3976,2020
2568,2770,21,2,3,2020,outer,2791,2017.0,3.0,burnt,3976,2020
4380,73,4,2,3,2020,outer,77,2005.0,15.0,burnt,3976,2020
4504,4387,6,2,3,2020,outer,4393,2006.0,14.0,burnt,3976,2020
2568,525,2,2,4,2020,outer,527,2017.0,3.0,burnt,3976,2020
4504,788,3,2,4,2020,outer,791,2006.0,14.0,burnt,3976,2020
4504,225,0,2,5,2020,outer,225,2006.0,14.0,burnt,3976,2020
368,393,13,3,1,2020,outer,406,2014.0,6.0,burnt,3976,2020
2568,421,3,3,1,2020,outer,424,2017.0,3.0,burnt,3976,2020
4380,227,24,3,1,2020,outer,251,2005.0,15.0,burnt,3976,2020
4504,1327,0,3,1,2020,outer,1327,2006.0,14.0,burnt,3976,2020
5237,2084,4,3,1,2020,outer,2088,2008.0,12.0,burnt,3976,2020
5609,179,2,3,1,2020,outer,181,2011.0,9.0,burnt,3976,2020
368,1813,30,3,2,2020,outer,1843,2014.0,6.0,burnt,3976,2020
2568,5160,59,3,2,2020,outer,5219,2017.0,3.0,burnt,3976,2020
4380,64,20,3,2,2020,outer,84,2005.0,15.0,burnt,3976,2020
4504,4710,4,3,2,2020,outer,4714,2006.0,14.0,burnt,3976,2020
5237,71,12,3,2,2020,outer,83,2008.0,12.0,burnt,3976,2020
368,1484,11,3,3,2020,outer,1495,2014.0,6.0,burnt,3976,2020
2568,6136,37,3,3,2020,outer,6173,2017.0,3.0,burnt,3976,2020
4504,2530,0,3,3,2020,outer,2530,2006.0,14.0,burnt,3976,2020
2568,1938,8,3,4,2020,outer,1946,2017.0,3.0,burnt,3976,2020
4504,712,0,3,4,2020,outer,712,2006.0,14.0,burnt,3976,2020
2364,77,0,3,5,2020,outer,77,2017.0,3.0,burnt,3976,2020
5237,276,0,4,1,2020,outer,276,2008.0,12.0,burnt,3976,2020
5609,176,3,4,1,2020,outer,179,2011.0,9.0,burnt,3976,2020
2568,942,2,4,2,2020,outer,944,2017.0,3.0,burnt,3976,2020
4504,1039,0,4,2,2020,outer,1039,2006.0,14.0,burnt,3976,2020
2364,53,14,4,3,2020,outer,67,2017.0,3.0,burnt,3976,2020
2568,2690,4,4,3,2020,outer,2694,2017.0,3.0,burnt,3976,2020
4504,407,0,4,3,2020,outer,407,2006.0,14.0,burnt,3976,2020
2364,92,0,4,4,2020,outer,92,2017.0,3.0,burnt,3976,2020
2568,881,2,4,4,2020,outer,883,2017.0,3.0,burnt,3976,2020
0,883,115,1,1,2020,outer,998,2004.0,16.0,unburnt,3976,2020
0,4592,85,2,1,2020,outer,4677,2004.0,16.0,unburnt,3976,2020
0,18564,248,3,1,2020,outer,18812,2004.0,16.0,unburnt,3976,2020
0,7827,152,4,1,2020,outer,7979,2004.0,16.0,unburnt,3976,2020
635,169,49,1,1,2020,outer,218,2015.0,5.0,burnt,3977,2020
2161,79,4,1,1,2020,outer,83,2016.0,4.0,burnt,3977,2020
2553,272,114,1,1,2020,outer,386,2017.0,3.0,burnt,3977,2020
5957,60,40,1,1,2020,outer,100,2011.0,9.0,burnt,3977,2020
635,158,12,1,2,2020,outer,170,2015.0,5.0,burnt,3977,2020
2553,88,3,1,2,2020,outer,91,2017.0,3.0,burnt,3977,2020
5957,195,2,1,2,2020,outer,197,2011.0,9.0,burnt,3977,2020
635,74,8,1,3,2020,outer,82,2015.0,5.0,burnt,3977,2020
5957,55,5,1,5,2020,outer,60,2011.0,9.0,burnt,3977,2020
635,265,24,2,1,2020,outer,289,2015.0,5.0,burnt,3977,2020
2161,1516,126,2,1,2020,outer,1642,2016.0,4.0,burnt,3977,2020
2553,3264,425,2,1,2020,outer,3689,2017.0,3.0,burnt,3977,2020
5575,46,5,2,1,2020,outer,51,2009.0,11.0,burnt,3977,2020
5957,1344,36,2,1,2020,outer,1380,2011.0,9.0,burnt,3977,2020
635,677,25,2,2,2020,outer,702,2015.0,5.0,burnt,3977,2020
2161,353,23,2,2,2020,outer,376,2016.0,4.0,burnt,3977,2020
2553,9604,242,2,2,2020,outer,9846,2017.0,3.0,burnt,3977,2020
5575,81,3,2,2,2020,outer,84,2009.0,11.0,burnt,3977,2020
5957,2422,42,2,2,2020,outer,2464,2011.0,9.0,burnt,3977,2020
635,245,2,2,3,2020,outer,247,2015.0,5.0,burnt,3977,2020
2553,11141,113,2,3,2020,outer,11254,2017.0,3.0,burnt,3977,2020
5957,1316,11,2,3,2020,outer,1327,2011.0,9.0,burnt,3977,2020
2553,3020,18,2,4,2020,outer,3038,2017.0,3.0,burnt,3977,2020
5575,22,34,2,5,2020,outer,56,2009.0,11.0,burnt,3977,2020
5957,49,20,2,5,2020,outer,69,2011.0,9.0,burnt,3977,2020
635,708,21,3,1,2020,outer,729,2015.0,5.0,burnt,3977,2020
2161,1293,383,3,1,2020,outer,1676,2016.0,4.0,burnt,3977,2020
2553,959,60,3,1,2020,outer,1019,2017.0,3.0,burnt,3977,2020
5957,273,0,3,1,2020,outer,273,2011.0,9.0,burnt,3977,2020
635,1969,6,3,2,2020,outer,1975,2015.0,5.0,burnt,3977,2020
2161,2537,162,3,2,2020,outer,2699,2016.0,4.0,burnt,3977,2020
2553,12777,144,3,2,2020,outer,12921,2017.0,3.0,burnt,3977,2020
5957,1282,3,3,2,2020,outer,1285,2011.0,9.0,burnt,3977,2020
635,675,0,3,3,2020,outer,675,2015.0,5.0,burnt,3977,2020
2161,153,4,3,3,2020,outer,157,2016.0,4.0,burnt,3977,2020
2553,13368,44,3,3,2020,outer,13412,2017.0,3.0,burnt,3977,2020
5957,1275,6,3,3,2020,outer,1281,2011.0,9.0,burnt,3977,2020
2553,5331,23,3,4,2020,outer,5354,2017.0,3.0,burnt,3977,2020
5957,164,0,3,4,2020,outer,164,2011.0,9.0,burnt,3977,2020
2553,76,0,3,5,2020,outer,76,2017.0,3.0,burnt,3977,2020
635,670,19,4,1,2020,outer,689,2015.0,5.0,burnt,3977,2020
2161,1052,80,4,1,2020,outer,1132,2016.0,4.0,burnt,3977,2020
2553,268,8,4,1,2020,outer,276,2017.0,3.0,burnt,3977,2020
5957,78,0,4,1,2020,outer,78,2011.0,9.0,burnt,3977,2020
635,1173,1,4,2,2020,outer,1174,2015.0,5.0,burnt,3977,2020
2161,2691,71,4,2,2020,outer,2762,2016.0,4.0,burnt,3977,2020
2553,2063,22,4,2,2020,outer,2085,2017.0,3.0,burnt,3977,2020
5957,1382,3,4,2,2020,outer,1385,2011.0,9.0,burnt,3977,2020
635,219,0,4,3,2020,outer,219,2015.0,5.0,burnt,3977,2020
2553,1131,2,4,3,2020,outer,1133,2017.0,3.0,burnt,3977,2020
5957,640,1,4,3,2020,outer,641,2011.0,9.0,burnt,3977,2020
2553,100,0,4,4,2020,outer,100,2017.0,3.0,burnt,3977,2020
5957,186,0,4,4,2020,outer,186,2011.0,9.0,burnt,3977,2020
5948,358,26,1,1,2020,outer,384,2011.0,9.0,burnt,3983,2020
334,70,0,1,2,2020,outer,70,2014.0,6.0,burnt,3983,2020
5773,91,3,1,2,2020,outer,94,2010.0,10.0,burnt,3983,2020
5369,268,38,1,2,2020,outer,306,2013.0,7.0,burnt,3983,2020
5948,223,18,1,2,2020,outer,241,2011.0,9.0,burnt,3983,2020
334,95,6,1,3,2020,outer,101,2014.0,6.0,burnt,3983,2020
5773,261,32,1,3,2020,outer,293,2010.0,10.0,burnt,3983,2020
5369,195,38,1,3,2020,outer,233,2013.0,7.0,burnt,3983,2020
5773,384,43,1,4,2020,outer,427,2010.0,10.0,burnt,3983,2020
5773,222,17,1,5,2020,outer,239,2010.0,10.0,burnt,3983,2020
5948,82,3,2,1,2020,outer,85,2011.0,9.0,burnt,3983,2020
334,201,11,2,2,2020,outer,212,2014.0,6.0,burnt,3983,2020
5773,56,0,2,2,2020,outer,56,2010.0,10.0,burnt,3983,2020
5948,121,5,2,2,2020,outer,126,2011.0,9.0,burnt,3983,2020
334,769,47,2,3,2020,outer,816,2014.0,6.0,burnt,3983,2020
5773,502,8,2,3,2020,outer,510,2010.0,10.0,burnt,3983,2020
5948,66,3,2,3,2020,outer,69,2011.0,9.0,burnt,3983,2020
334,100,4,2,4,2020,outer,104,2014.0,6.0,burnt,3983,2020
5773,390,39,2,4,2020,outer,429,2010.0,10.0,burnt,3983,2020
5773,947,39,2,5,2020,outer,986,2010.0,10.0,burnt,3983,2020
5948,69,4,3,1,2020,outer,73,2011.0,9.0,burnt,3983,2020
237,69,4,3,2,2020,outer,73,2013.0,7.0,burnt,3983,2020
334,109,1,3,2,2020,outer,110,2014.0,6.0,burnt,3983,2020
5948,154,6,3,2,2020,outer,160,2011.0,9.0,burnt,3983,2020
237,220,28,3,3,2020,outer,248,2013.0,7.0,burnt,3983,2020
334,780,32,3,3,2020,outer,812,2014.0,6.0,burnt,3983,2020
5773,990,13,3,3,2020,outer,1003,2010.0,10.0,burnt,3983,2020
5948,122,4,3,3,2020,outer,126,2011.0,9.0,burnt,3983,2020
334,229,9,3,4,2020,outer,238,2014.0,6.0,burnt,3983,2020
5773,1392,46,3,4,2020,outer,1438,2010.0,10.0,burnt,3983,2020
5773,3609,85,3,5,2020,outer,3694,2010.0,10.0,burnt,3983,2020
5948,171,32,4,1,2020,outer,203,2011.0,9.0,burnt,3983,2020
237,209,7,4,2,2020,outer,216,2013.0,7.0,burnt,3983,2020
5948,126,10,4,2,2020,outer,136,2011.0,9.0,burnt,3983,2020
237,1059,54,4,3,2020,outer,1113,2013.0,7.0,burnt,3983,2020
334,2516,16,4,3,2020,outer,2532,2014.0,6.0,burnt,3983,2020
5773,628,5,4,3,2020,outer,633,2010.0,10.0,burnt,3983,2020
237,1011,48,4,4,2020,outer,1059,2013.0,7.0,burnt,3983,2020
334,316,7,4,4,2020,outer,323,2014.0,6.0,burnt,3983,2020
5773,1441,17,4,4,2020,outer,1458,2010.0,10.0,burnt,3983,2020
5773,1423,21,4,5,2020,outer,1444,2010.0,10.0,burnt,3983,2020
0,2291,121,1,1,2020,outer,2412,2004.0,16.0,unburnt,3983,2020
0,1294,71,2,1,2020,outer,1365,2004.0,16.0,unburnt,3983,2020
0,1310,48,3,1,2020,outer,1358,2004.0,16.0,unburnt,3983,2020
0,1543,17,4,1,2020,outer,1560,2004.0,16.0,unburnt,3983,2020
