f_prop,hsev,ys,cat_1,cat_2,cat_3,cat_4,cat_5,cat_2345,cat_1_int,cat_2_int,cat_3_int,cat_4_int,cat_5_int,cat_2345_int,se2,se3,se4,se5,flower_year,idx
-0.0016155088852988,-2.0,-2,1,0,-1,0,0,-1,5,0,-7,0,0,-7,2,3,4,5,2018,271
0.0,-3.0,-2,1,0,0,-1,0,-1,5,0,0,-7,0,-7,2,3,4,5,2018,272
0.003875968992248,0.0,-7,0,0,0,0,0,0,0,-7,0,0,0,-7,2,3,4,5,2018,274
-0.00040668625400459976,0.0,-2,0,0,0,0,0,0,0,-2,0,0,0,-2,2,3,4,5,2018,275
0.0022604601069492,-1.0,-2,0,1,-1,0,0,0,0,5,-7,0,0,-2,2,3,4,5,2018,276
0.003875968992248,-2.0,-2,0,1,0,-1,0,0,0,5,0,-7,0,-2,2,3,4,5,2018,277
0.0132052821128451,1.0,-7,0,-1,1,0,0,0,0,-12,5,0,0,-7,2,3,4,5,2018,279
0.0089226268665925,1.0,-2,0,-1,1,0,0,0,0,-7,5,0,0,-2,2,3,4,5,2018,280
0.0115897732275463,0.0,-2,0,0,0,0,0,0,0,0,-2,0,0,-2,2,3,4,5,2018,281
0.0132052821128451,-1.0,-2,0,0,1,-1,0,0,0,0,5,-7,0,-2,2,3,4,5,2018,282
0.0086206896551724,2.0,-7,0,-1,0,1,0,0,0,-12,0,5,0,-7,2,3,4,5,2018,284
0.0043380344089198,2.0,-2,0,-1,0,1,0,0,0,-7,0,5,0,-2,2,3,4,5,2018,285
0.0070051807698735995,1.0,-2,0,0,-1,1,0,0,0,0,-7,5,0,-2,2,3,4,5,2018,286
0.0086206896551724,0.0,-2,0,0,0,0,0,0,0,0,0,-2,0,-2,2,3,4,5,2018,287
-0.1195652173913043,1.0,-9,-1,1,0,0,0,1,-13,4,0,0,0,4,1,2,2,2,2018,289
